Title,Congress,House,Sponsor,SponsorParty,LatestAction,LatestActionMonth,LatestActionDay,LatestActionYear,URL
Resolution to authorize the Committee on the Judiciary to conduct an investigation and study of the decision of the Supreme Court of the United States relating to the practice of abortion.,94,House,PHILIP RUPPE,R,Referred to House Committee on Rules.,3,6,1975,NA
"Resolution providing for investigations and studies by standing committees of the House of Representatives to ascertain and identify those areas in which differences in treatment or application, on the basis of sex, exist in connection with the administration and operation of those provisions of law under their respective jurisdictions.",94,House,BELLA ABZUG,D,Referred to House Committee on Rules.,3,6,1975,NA
"Joint resolution designating the week beginning March 9, 1975, as National Girl Scout Week.",94,House,ALBERT QUIE,R,Referred to House Committee on Post Office and Civil Service.,3,5,1975,NA
Joint resolution proposing an amendment to the Constitution of the United States with respect to the rights of unborn persons.,94,House,EDWARD DERWINSKI,R,Referred to House Committee on the Judiciary.,3,5,1975,NA
"A bill to provide that certain rural hospitals shall be exempt for a period of 18 months from the requirements and provisions of title XI of the Social Security Act relating to professional standards review organizations, and from the 1972 amendments to titles XVIII, XIX, and V of such act (and the recently-approved regulations relating thereto) on utilization review and utilization control under the medicare medicaid, and maternal and child health programs; and to provide for a 6-month study of alternative methods of utilization review and utilization control for such hospitals.",94,House,JAMES JONES,D,Referred to House Committee on Interstate and Foreign Commerce.,3,4,1975,NA
"A bill to amend the Communications Act of 1934 in order to prohibit the television broadcasting of programs portraying nudity, obscenity, or explicit sexual activity which is offensive to the public taste and morals.",94,Senate,JAMES THURMOND,R,Referred to Senate Committee on Commerce.,3,4,1975,NA
"A bill to amend title II of the Social Security Act to provide for the payment of child's insurance benefits, without regard to certain requirements otherwise applicable, in the case of adopted children who were born after their adopting parents became entitled to old-age or disability insurance benefits.",94,House,THOMAS ASHLEY,D,Referred to House Committee on Ways and Means.,3,4,1975,NA
A bill to amend title 38 of the United States Code in order to provide service pension to certain veterans of World War I and pension to the widows of such veterans.,94,House,LOUIS FREY,R,Referred to House Committee on Veterans' Affairs.,3,3,1975,NA
"A bill to amend title 10, United States Code, with respect to crediting certain service of females sworn in as members of telephone operating units, Signal Corps.",94,House,BROCKMAN ADAMS,D,Referred to House Committee on Armed Services.,3,3,1975,NA
A bill to amend title 38 of the United States Code in order to provide service pension to certain veterans of World War I and pension to the widows of such veterans.,94,Senate,GEORGE MCGOVERN,D,Referred to Senate Committee on Veterans' Affairs.,2,27,1975,NA
"A bill to insure that each admission to the service academies shall be made without regard to a candidate's sex, race, color, or religious beliefs.",94,House,PIERRE DU PONT,R,Referred to House Committee on Armed Services.,2,27,1975,NA
"A bill to insure that each admission to the service academies shall be made without regard to a candidate's sex, race, color, or religious beliefs.",94,House,PIERRE DU PONT,R,Referred to House Committee on Armed Services.,2,27,1975,NA
"A bill to insure that each admission to the service academies shall be made without regard to a candidate's sex, race, color, or religious beliefs.",94,House,PIERRE DU PONT,R,Referred to House Committee on Armed Services.,2,27,1975,NA
"A bill to provide that certain rural hospitals shall be exempt for a period of 18 months from the requirements and provisions of title XI of the Social Security Act relating to professional standards review organizations, and from the 1972 amendments to title XVIII, XIX, and V of such act (and the recently approved regulations relating thereto) on utilization review and utilization control under the medicare, medicaid, and maternal and child health programs; and to provide for a 6-month study of alternative methods of utilization review and utilization control for such hospitals.",94,Senate,HENRY BELLMON,R,Referred to Senate Committee on Finance.,2,26,1975,NA
A bill to amend title XVIII of the Social Security Act to provide for coverage under part B of medicare for routine Papanicolaou tests for the diagnosis of uterine cancer.,94,House,CARDISS COLLINS,D,Referred to House Committee on Ways and Means.,2,26,1975,NA
A bill to amend title XVIII of the Social Security Act to provide for coverage under part B of medicare for routine Papanicolaou tests for the diagnosis of uterine cancer.,94,House,CARDISS COLLINS,D,Referred to House Committee on Ways and Means.,2,26,1975,NA
A bill to amend title XVIII of the Social Security Act to provide for coverage under part B of medicare for routine Papanicolaou test for the diagnosis of uterine cancer.,94,House,CARDISS COLLINS,D,Referred to House Committee on Ways and Means.,2,26,1975,NA
A bill amend title XVIII of the Social Security Act to provide for coverage under part B of medicare for routine Papanicolaou tests for the diagnosis of uterine cancer.,94,House,CARDISS COLLINS,D,Referred to House Committee on Ways and Means.,2,26,1975,NA
"A bill to insure that each admission to the service academies shall be made without regard to a candidate's sex, race, color, or religious beliefs.",94,House,DON CLAUSEN,R,Referred to House Committee on Armed Services.,2,26,1975,NA
Joint resolution providing for the designation of the fourth week of April of each year as Police Officers Wives Association Week.,94,House,JOHN DINGELL,D,Referred to House Committee on Post Office and Civil Service.,2,26,1975,NA
"A bill to provide that certain rural hospitals shall be exempt for a period of 18 months from the requirements and provisions of title XI of the Social Security Act relating to professional standards review organizations, and from the 1972 amendments to titles XVIII, XIX, and V of such act (and the recently-approved regulations relating thereto) on utilization review and utilization control under the medicare, medicaid, and maternal and child health programs; and to provide for a 6-month study of alternative methods of utilization review and utilization control for such hospitals.",94,House,GLENN ENGLISH,D,Referred to House Committee on Interstate and Foreign Commerce.,2,25,1975,NA
"A bill to designate the birthday of ""Susan B. Anthony"" as a legal public holiday.",94,Senate,HUGH SCOTT,R,Referred to Senate Committee on the Judiciary.,2,25,1975,NA
"A bill to provide for an 8-year delimiting period for the pursuit of educational programs by veterans, wives, and widows.",94,House,OLIN TEAGUE,D,Referred to House Committee on Veterans' Affairs.,2,25,1975,NA
A bill to amend title 38 of the United States Code in order to provide service pension to certain veterans of World War I and pension to the widows of such veterans.,94,House,LOUIS FREY,R,Referred to House Committee on Veterans' Affairs.,2,25,1975,NA
Joint resolution proposing an amendment to the Constitution of the United States guaranteeing the right of life to the unborn.,94,House,M. SNYDER,R,Referred to House Committee on the Judiciary.,2,25,1975,NA
"A bill to provide for an 8-year delimiting period for the pursuit of educational programs by veterans, wives, and widows.",94,Senate,CLIFFORD HANSEN,R,Referred to Senate Committee on Veterans' Affairs.,2,24,1975,NA
